Datetime,beaconid,edgenodeid,rssi,realx,realy,distance,isSameRoom
2019-03-20T23:38:02.000000Z,8,50,-67,1.075,9.37,1.57038721339675,1
2019-03-20T23:38:02.000000Z,8,58,-78,1.075,9.37,6.42983561220658,1
2019-03-20T23:38:02.000000Z,8,51,-79.6666666666667,1.075,9.37,6.03550710379832,1
2019-03-20T23:38:02.000000Z,8,54,-84,1.075,9.37,13.003274818291,1
2019-03-20T23:38:02.000000Z,8,55,-82,1.075,9.37,10.4543679388091,1
2019-03-20T23:38:02.000000Z,8,52,-66,1.075,9.37,9.41002598296094,1
2019-03-20T23:38:02.000000Z,8,57,-77.5,1.075,9.37,4.60408742314913,1
2019-03-20T23:38:02.000000Z,8,56,-74,1.075,9.37,7.09038877636481,1
2019-03-20T23:38:02.000000Z,8,53,-91,1.075,9.37,10.1236746786925,1
2019-03-20T23:38:02.500000Z,8,51,-79.6666666666667,1.075625,9.22375,5.89176728182003,1
2019-03-20T23:38:02.500000Z,8,52,-66,1.075625,9.22375,9.26434939448664,1
2019-03-20T23:38:02.500000Z,8,57,-77.5,1.075625,9.22375,4.53514461766381,1
2019-03-20T23:38:02.500000Z,8,53,-78,1.075625,9.22375,9.98822617901322,1
2019-03-20T23:38:02.500000Z,8,56,-74,1.075625,9.22375,7.06146213281109,1
2019-03-20T23:38:02.500000Z,8,55,-84.5,1.075625,9.22375,10.3779174068367,1
2019-03-20T23:38:02.500000Z,8,54,-84,1.075625,9.22375,12.8978506136924,1
2019-03-20T23:38:02.500000Z,8,50,-67,1.075625,9.22375,1.43258523415712,1
2019-03-20T23:38:02.500000Z,8,58,-78,1.075625,9.22375,6.313359977312,1
2019-03-20T23:38:03.000000Z,8,53,-75.75,1.07625,9.0775,9.8530865373496,1
2019-03-20T23:38:03.000000Z,8,55,-85.6666666666667,1.07625,9.0775,10.3029757503597,1
2019-03-20T23:38:03.000000Z,8,52,-69.5,1.07625,9.0775,9.11869120611615,1
2019-03-20T23:38:03.000000Z,8,51,-75,1.07625,9.0775,5.74815416568658,1
2019-03-20T23:38:03.000000Z,8,54,-84.25,1.07625,9.0775,12.793229608371,1
2019-03-20T23:38:03.000000Z,8,56,-83,1.07625,9.0775,7.03545739895424,1
2019-03-20T23:38:03.000000Z,8,58,-79.8,1.07625,9.0775,6.19814660301771,1
2019-03-20T23:38:03.000000Z,8,57,-78.75,1.07625,9.0775,4.46992520211468,1
2019-03-20T23:38:03.000000Z,8,50,-66,1.07625,9.0775,1.29663557428446,1
2019-03-20T23:38:03.500000Z,8,52,-69.5,1.076875,8.93125,8.97305231390774,1
2019-03-20T23:38:03.500000Z,8,57,-86.75,1.076875,8.93125,4.40859442772013,1
2019-03-20T23:38:03.500000Z,8,50,-68.4,1.076875,8.93125,1.16318789459184,1
2019-03-20T23:38:03.500000Z,8,54,-80.75,1.076875,8.93125,12.6894316688386,1
2019-03-20T23:38:03.500000Z,8,51,-74.8,1.076875,8.93125,5.60467749546082,1
2019-03-20T23:38:03.500000Z,8,56,-80.75,1.076875,8.93125,7.01240708160365,1
2019-03-20T23:38:03.500000Z,8,58,-78.75,1.076875,8.93125,6.0842671972987,1
2019-03-20T23:38:03.500000Z,8,55,-78.75,1.076875,8.93125,10.2295761314008,1
2019-03-20T23:38:03.500000Z,8,53,-74,1.076875,8.93125,9.71826863840082,1
2019-03-20T23:38:04.000000Z,8,51,-69.4,1.0775,8.785,5.46134802498431,1
2019-03-20T23:38:04.000000Z,8,57,-79.4,1.0775,8.785,4.35131672600375,1
2019-03-20T23:38:04.000000Z,8,53,-77.6666666666667,1.0775,8.785,9.58378606032084,1
2019-03-20T23:38:04.000000Z,8,56,-78.6666666666667,1.0775,8.785,6.99234039860761,1
2019-03-20T23:38:04.000000Z,8,50,-65,1.0775,8.785,1.03321210310371,1
2019-03-20T23:38:04.000000Z,8,58,-72.75,1.0775,8.785,5.97179807511942,1
2019-03-20T23:38:04.000000Z,8,52,-67.2,1.0775,8.785,8.82743367293122,1
2019-03-20T23:38:04.000000Z,8,54,-78,1.0775,8.785,12.5864771580455,1
2019-03-20T23:38:04.000000Z,8,55,-80.3333333333333,1.0775,8.785,10.1577519781692,1
2019-03-20T23:38:04.500000Z,8,57,-85.5,1.078125,8.63875,4.29825413140324,1
2019-03-20T23:38:04.500000Z,8,56,-81.75,1.078125,8.63875,6.97528310021357,1
2019-03-20T23:38:04.500000Z,8,53,-78,1.078125,8.63875,9.44965311946026,1
2019-03-20T23:38:04.500000Z,8,55,-81.3333333333333,1.078125,8.63875,10.087536943086,1
2019-03-20T23:38:04.500000Z,8,52,-72.3333333333333,1.078125,8.63875,8.68183630219581,1
2019-03-20T23:38:04.500000Z,8,51,-74.3333333333333,1.078125,8.63875,5.3181776557506,1
2019-03-20T23:38:04.500000Z,8,50,-66,1.078125,8.63875,0.908200048516295,1
2019-03-20T23:38:04.500000Z,8,54,-91,1.078125,8.63875,12.4843869424223,1
2019-03-20T23:38:04.500000Z,8,58,-69,1.078125,8.63875,5.86082042704987,1
2019-03-20T23:38:05.000000Z,8,51,-63.5,1.07875,8.4925,5.17517959229436,1
2019-03-20T23:38:05.000000Z,8,52,-75.25,1.07875,8.4925,8.53626129007893,1
