Datetime,beaconid,edgenodeid,rssi,realx,realy,distance,isSameRoom
2019-04-04T20:31:28.000000Z,1,50,-66.8,1.07625,9.0775,1.29663557428446,1
2019-04-04T20:31:28.000000Z,1,53,-72,1.07625,9.0775,9.8530865373496,1
2019-04-04T20:31:28.000000Z,1,51,-62.25,1.07625,9.0775,5.74815416568658,1
2019-04-04T20:31:28.000000Z,1,58,-74.5,1.07625,9.0775,6.19814660301771,1
2019-04-04T20:31:28.000000Z,1,57,-73.75,1.07625,9.0775,4.46992520211468,1
2019-04-04T20:31:28.000000Z,1,56,-76.75,1.07625,9.0775,7.03545739895424,1
2019-04-04T20:31:28.000000Z,1,52,-63.25,1.07625,9.0775,9.11869120611615,1
2019-04-04T20:31:28.000000Z,1,55,-79.5,1.07625,9.0775,10.3029757503597,1
2019-04-04T20:31:28.000000Z,1,54,-78.8,1.07625,9.0775,12.793229608371,1
2019-04-04T20:31:28.500000Z,1,52,-64.8,1.0775,8.785,8.82743367293122,1
2019-04-04T20:31:28.500000Z,1,57,-70.4,1.0775,8.785,4.35131672600375,1
2019-04-04T20:31:28.500000Z,1,58,-69.3333333333333,1.0775,8.785,5.97179807511942,1
2019-04-04T20:31:28.500000Z,1,54,-77.25,1.0775,8.785,12.5864771580455,1
2019-04-04T20:31:28.500000Z,1,51,-73.8,1.0775,8.785,5.46134802498431,1
2019-04-04T20:31:28.500000Z,1,53,-77,1.0775,8.785,9.58378606032084,1
2019-04-04T20:31:28.500000Z,1,50,-59.4,1.0775,8.785,1.03321210310371,1
2019-04-04T20:31:28.500000Z,1,55,-82.25,1.0775,8.785,10.1577519781692,1
2019-04-04T20:31:28.500000Z,1,56,-69,1.0775,8.785,6.99234039860761,1
2019-04-04T20:31:29.000000Z,1,55,-63.5,1.07875,8.4925,10.0189648573343,1
2019-04-04T20:31:29.000000Z,1,58,-59,1.07875,8.4925,5.75142059081928,1
2019-04-04T20:31:29.000000Z,1,54,-87.5,1.07875,8.4925,12.3831823984184,1
2019-04-04T20:31:29.000000Z,1,51,-88,1.07875,8.4925,5.17517959229436,1
2019-04-04T20:31:29.000000Z,1,53,-64,1.07875,8.4925,9.31588491838,1
2019-04-04T20:31:29.000000Z,1,50,-59.5,1.07875,8.4925,0.790510159643758,1
2019-04-04T20:31:29.000000Z,1,56,-83,1.07875,8.4925,6.96125730831004,1
2019-04-04T20:31:29.000000Z,1,52,-58,1.07875,8.4925,8.53626129007893,1
2019-04-04T20:31:29.000000Z,1,57,-67,1.07875,8.4925,4.24956454386799,1
2019-04-04T20:31:29.500000Z,1,56,-60.5,1.108,7.8944,6.90907691084706,1
2019-04-04T20:31:29.500000Z,1,54,-68.6666666666667,1.108,7.8944,11.9589230434851,1
2019-04-04T20:31:29.500000Z,1,50,-54,1.108,7.8944,0.529195956144792,1
2019-04-04T20:31:29.500000Z,1,52,-62.3333333333333,1.108,7.8944,7.93833152242963,1
2019-04-04T20:31:29.500000Z,1,55,-69.3333333333333,1.108,7.8944,9.73201517466963,1
2019-04-04T20:31:29.500000Z,1,57,-73,1.108,7.8944,4.07276065586968,1
2019-04-04T20:31:29.500000Z,1,58,-59,1.108,7.8944,5.3031041060873,1
2019-04-04T20:31:29.500000Z,1,51,-63,1.108,7.8944,4.59886981333458,1
2019-04-04T20:31:29.500000Z,1,53,-72,1.108,7.8944,8.76136698010076,1
2019-04-04T20:31:30.000000Z,1,56,-61.6,1.136,7.5888,6.88930622341612,1
2019-04-04T20:31:30.000000Z,1,51,-63.6666666666667,1.136,7.5888,4.31019684469283,1
2019-04-04T20:31:30.000000Z,1,58,-60.5,1.136,7.5888,5.07619503565417,1
2019-04-04T20:31:30.000000Z,1,54,-67.75,1.136,7.5888,11.7380539460338,1
2019-04-04T20:31:30.000000Z,1,55,-77,1.136,7.5888,9.58447105687111,1
2019-04-04T20:31:30.000000Z,1,57,-77.5,1.136,7.5888,4.00104404374658,1
2019-04-04T20:31:30.000000Z,1,53,-64.5,1.136,7.5888,8.47454243248566,1
2019-04-04T20:31:30.000000Z,1,52,-58.5,1.136,7.5888,7.63148225707169,1
2019-04-04T20:31:30.000000Z,1,50,-51.5,1.136,7.5888,0.628527199093246,1
2019-04-04T20:31:30.500000Z,1,57,-56,1.164,7.2832,3.9519208291665,1
2019-04-04T20:31:30.500000Z,1,53,-67.6666666666667,1.164,7.2832,8.18917201187031,1
2019-04-04T20:31:30.500000Z,1,55,-69.2,1.164,7.2832,9.44459645723416,1
2019-04-04T20:31:30.500000Z,1,58,-59.6666666666667,1.164,7.2832,4.85808085976345,1
2019-04-04T20:31:30.500000Z,1,56,-72,1.164,7.2832,6.88317422705542,1
2019-04-04T20:31:30.500000Z,1,52,-63.3333333333333,1.164,7.2832,7.32463557045673,1
2019-04-04T20:31:30.500000Z,1,54,-66.3333333333333,1.164,7.2832,11.5211254328733,1
2019-04-04T20:31:30.500000Z,1,51,-54,1.164,7.2832,4.02421928328962,1
2019-04-04T20:31:30.500000Z,1,50,-63,1.164,7.2832,0.835700448725499,1
2019-04-04T20:31:31.000000Z,1,51,-50,1.192,6.9776,3.74155523278756,1
2019-04-04T20:31:31.000000Z,1,57,-67.5,1.192,6.9776,3.92623913688405,1
2019-04-04T20:31:31.000000Z,1,55,-67,1.192,6.9776,9.312736963965,1
2019-04-04T20:31:31.000000Z,1,56,-59.6666666666667,1.192,6.9776,6.89071733276007,1
2019-04-04T20:31:31.000000Z,1,53,-59.3333333333333,1.192,6.9776,7.90541319350228,1
2019-04-04T20:31:31.000000Z,1,50,-60.3333333333333,1.192,6.9776,1.09091464377375,1
2019-04-04T20:31:31.000000Z,1,58,-55.5,1.192,6.9776,4.64999935053759,1
2019-04-04T20:31:31.000000Z,1,52,-78.5,1.192,6.9776,7.01779180084448,1
2019-04-04T20:31:31.000000Z,1,54,-70,1.192,6.9776,11.3083642831313,1
